250.0751	113.9354	4765.6690
206.1681	113.2875	4738.7726
162.0621	113.2658	4717.4356
117.8313	112.8157	4692.6396
73.5491	112.4962	4667.9618
29.5211	112.2978	4644.7954
-14.7382	111.8476	4621.5507
-59.1998	111.5132	4600.4598
-103.2190	110.9657	4576.3305
-147.8174	110.8926	4554.8362
250.6581	64.0004	4762.9781
206.5977	63.7378	4739.6598
162.3551	63.3895	4715.0363
118.2072	62.8759	4692.6323
74.1902	62.6889	4665.9400
29.6937	62.1478	4647.0533
-14.4909	61.9867	4623.0632
-58.4333	61.7998	4600.0000
-102.7294	61.1876	4575.3437
-146.8779	60.6804	4552.3239
251.0566	14.0242	4766.0546
206.8637	13.7895	4741.7330
162.7095	13.3690	4714.1225
118.8442	13.3003	4694.0385
74.3927	12.7341	4669.9310
30.1442	12.4423	4645.0214
-13.7608	12.0502	4625.2565
-58.0830	11.7035	4600.9257
-102.2062	11.4773	4574.3640
-146.5292	11.1715	4550.9057
251.4038	-35.7753	4764.4090
207.5566	-35.8964	4734.3937
163.0387	-36.4911	4719.7932
119.3654	-36.7468	4691.9608
75.0034	-37.1670	4667.1411
30.4682	-37.3395	4648.5173
-13.6359	-37.7745	4623.4712
-58.0346	-37.9936	4602.6406
-102.2052	-38.6141	4577.4657
-146.0239	-38.8720	4550.8113
251.9886	-85.9736	4764.2550
207.7683	-86.1059	4742.6086
163.7009	-86.4281	4719.2747
119.5479	-86.6756	4691.6883
75.4100	-87.2052	4668.4518
31.0474	-87.4396	4645.6373
-13.4566	-87.7493	4624.8343
-57.6139	-87.9904	4601.7848
-101.9116	-88.4910	4577.7931
-146.2412	-88.6941	4553.9414
252.7500	-135.3935	4761.6630
208.3074	-135.7423	4738.4903
164.1721	-135.9916	4713.1015
119.8228	-136.4693	4693.3323
75.9526	-136.7932	4667.5152
31.3389	-137.3053	4646.8884
-12.6675	-137.4074	4621.0974
-56.8589	-138.1847	4599.9530
-101.1736	-138.2068	4573.5705
-145.1710	-138.7588	4549.9192
253.0826	-185.5330	4764.3104
208.7448	-185.6752	4735.0102
164.6827	-186.2998	4717.2241
120.3140	-186.4780	4690.8186
76.1581	-186.9392	4669.3743
31.9313	-186.9196	4644.0962
-12.3588	-187.6744	4621.7100
-56.7541	-187.8381	4602.7302
-101.0168	-188.3295	4577.4877
-145.2282	-188.1309	4553.9208
