441.8656	96.9886	2352.4255
397.6438	96.5181	2373.2873
353.2544	96.4748	2395.7841
308.9717	95.5794	2416.7935
264.4215	96.3026	2441.8142
220.3549	95.1308	2462.9279
174.8150	94.8924	2491.7587
131.7947	95.0997	2510.1141
87.7062	95.4204	2531.8789
43.6286	94.4767	2556.9063
441.6918	46.9627	2350.2121
397.5278	46.8637	2373.9844
353.3757	46.4950	2396.7330
308.8710	46.8385	2416.4093
264.7969	45.7739	2439.3076
220.5479	46.4417	2464.3296
176.1719	45.3015	2486.8567
130.9140	45.3263	2514.7493
87.5681	44.8447	2534.8642
43.3718	45.1436	2557.6976
441.8259	-2.7754	2350.1997
397.2977	-3.2400	2372.1005
352.8565	-3.4866	2397.1044
308.8936	-3.6300	2417.2644
264.5121	-3.6288	2443.0577
219.9236	-3.7649	2465.8224
175.4176	-4.4826	2491.1208
132.1239	-4.5599	2509.3613
86.7227	-4.8350	2537.1693
43.0943	-4.4832	2556.7443
441.8391	-52.6512	2351.1448
397.5926	-52.6967	2373.3381
353.0051	-52.9754	2395.5726
308.5996	-53.1813	2419.5518
264.4722	-53.4630	2439.4581
219.9623	-53.8968	2466.2783
176.4828	-54.0810	2484.2390
131.8982	-54.0279	2511.5530
87.4965	-54.9769	2534.4966
43.3606	-54.3475	2557.4490
441.7430	-102.8592	2350.3144
397.5302	-102.9564	2372.2166
353.0667	-102.8823	2395.4134
308.8648	-103.5187	2417.3746
264.5952	-103.2138	2441.0608
220.5461	-103.8478	2464.8779
175.9744	-103.8093	2488.8791
132.2229	-104.2935	2508.3358
87.1768	-104.3627	2535.2419
42.9757	-104.6423	2561.7626
441.9440	-152.5284	2348.5757
397.3499	-153.0590	2374.6160
352.9910	-152.8262	2396.1812
308.8499	-153.0422	2418.2579
264.5295	-153.6294	2443.3949
220.6824	-153.1202	2461.9969
176.3588	-154.0017	2488.3522
131.9953	-153.9910	2511.5057
88.1116	-154.4293	2533.7100
43.1261	-154.3414	2557.9583
441.7261	-202.3464	2347.3810
397.5323	-202.7795	2370.6636
353.1160	-202.6547	2394.7964
309.2739	-203.3509	2418.5707
264.8439	-202.9794	2439.9531
220.7865	-203.7603	2463.5851
176.9432	-203.2591	2487.7159
132.4075	-204.1275	2511.6749
88.0014	-203.8897	2533.2958
44.0635	-204.3090	2557.0442
